1171,1909,1921,1407.37,12:17:00,15:47:00
1172,1909,1921,1407.37,12:17:00,15:47:00
1475,1921,1937,238.22,09:39:00,16:00:00
4201,1929,1902,334.56,08:40:00,13:50:00
1141,1902,1929,176.77,12:15:00,16:48:00
1142,1902,1929,176.77,12:15:00,16:48:00
1245,1902,1929,225.49,12:15:00,16:48:00
1386,1902,1929,220.49,08:30:00,13:03:00
1125,1921,1981,192.03,13:25:00,18:51:00
1342,1921,1909,1421.12,13:44:00,13:52:00
